name,position,address,postalCode
First National Bank,40.48845978; -79.87914407,1195 Freeport Rd,15238
Windy's Boutique,40.42860876851229; -79.97906926097758,1903 E Carson St,15203
Pitt Career Services,40.44340347801948; -79.95493412017822,3959 5th Ave,15213
Nova Place,40.45083517963357; -80.00558858112466,llegheny Center,0
Connelly School Construction,40.444883361180686; -79.98774790984073,,0
Foster Square,40.45187841519321; -80.00767439551412,29-55 Foster Sq,15212
Pittsburgh Schiller 6-8,40.45621567930518; -79.9934166923233,1018 Peralta St; Wettach St,15212
Washington Blvd at Frankstown,40.458690834965296; -79.90798928435993,,1
The Versions,40.45983876253964; -80.07586162160169,,0
Braddock Elks Lodge,40.4015999231216; -79.8649104876556,424 Library St,15104
IHOP,40.41499879307214; -79.92340938003626,4656 Browns Hill Road,15217
Happy Nails,40.45375061035156; -79.99877166748047,East Ohio St.; Middle St.,15212
Point Park Library,40.4397185799819; -80.00069430858574,,1
Shop 'n Save,40.38777754612753; -80.09300485115543,2100 Washington Pike #5,15106
Homewood Cemetery,40.44124425837677; -79.91128714182503,1599 S Dallas Ave; at Wilkins Ave,15217
Dairy Queen,40.4288989896048; -79.98548649632079,1223 E Carson St,15203
Roth Cash Register,40.40001770946956; -79.99918885916159,1600 Saw Mill Run Blvd,15210
Externinator,40.3890818280867; -79.86684105757499,,0
Federal Galley,40.451525; -80.005708,200 Children’s Way,15212
Bangkok Balcony,40.437986319805965; -79.9211862661568,5846 Forbes Ave,15217
Radio Shack,40.39995011415206; -80.04406433552656,9 Foster Ave; Pittsburgh; PA 15205,15205
Fox's Pizza Den,40.47102203034911; -80.07363559226643,659 Woodward Ave,15136
Carmalt Field,40.38687428064013; -80.00646222675269,,15234
Pittsburgh Police Firearms Range,40.480299788816495; -79.90669540290575,,15206
Motor Square Garden,40.45966042236546; -79.92718691328706,5900 Baum Blvd,15206
Schneider truck & auto,40.47657012939453; -80.06389617919922,,15136
Chiropractic College,40.459219857636846; -79.9233994329418,,15206
Penn Brewery,40.45677443085782; -79.99153076218123,800 Vinial St,15212
Mercy Professional Office Building,40.43685856113629; -79.98619557471065,1350 Locust St,15219
CCAC Visual Art Center,40.451275217936086; -80.01647943801372,N Lincoln Ave,1
Family Links,40.458164774206615; -79.92254135187555,250 Shady Ave,15206
Priory Fine Pastries,40.453723040894765; -79.99969104925927,528 E Ohio St,15212
The Pitt Shop,40.44238786054537; -79.95581452529105,,0
First Presbyterian Church Of Castle Shannon,40.3671152; -80.02202403333334,,0
Co Go's,40.41824484385557; -79.88039760750479,S. Braddock Ave.; Waverly Ave.,15218
Rorus; Inc.,40.452284; -79.907089,6915 Meade Street,0
Cerasoli Pizzeria,40.47356414794922; -80.02882385253906,3053 Brighton Rd; Schimmer Street,15212
Martin Luther King Jr. Pre K-8,40.45477755119573; -80.00527734274799,,15212
Morrowfield Apartments,40.42890496853592; -79.92410447415348,2715 Murray Ave,15217
Scottish Nationality Room,40.44583511352539; -79.95185089111328,,15213
Cove Forge of Pittsburgh,40.42578067626158; -79.97042193082052,2500 Jane St Fl 2,15203
Costco Tire,40.403001; -79.921314,,15120
Panther Hollow Lot,40.4404019017384; -79.95040009542119,8 Boundary Street,15260
MedExpress Urgent Care,40.45618674625187; -79.94190647268624,5201 Baum Blvd.,15224
O'Hara Student Center,40.44473417524127; -79.95702939775167,4024 Ohara St; at University Pl,15213
One Chatham Center Dock,40.43919908932708; -79.99181658206744,701 Fifth Ave,15222
Stewart Avenue Lutheran Church,40.38292860747851; -79.97709746503507,2810 Brownsville Road,1
Bloomfield Liedertafel,40.45796457898181; -79.9512742945017,,0
The Coffee Tree Roasters,40.38873860498515; -80.04960345399044,299 Beverly Rd,15216
Gulf,40.40381588; -79.88297,1748-2320 Pennsylvania 837,15120
UPMC ShadySide Floor 6,40.45425108051032; -79.94043907232556,,15232
The Panda House,40.42427320088963; -79.97931840161492,151 Pius St,15203
Jimmy John's,40.43813349210764; -79.92169965909972,5833 Forbes Ave,15217
Crafton Park Pavillion,40.43795943260076; -80.073637,,15205
The Dome Zone,40.458533; -79.936688,,15232
First Niagara,40.430923; -80.007408,,15211
DHS Vending Machines,40.437162; -80.000715,1 Smithfield St,15222
The Vitamin Shoppe,40.4119075; -79.9107491,380 Waterfront Dr. E.; The Waterfront,15120
Des Places Hall,40.43648631827753; -79.98705797308445,Seitz St; Stevenson St,15219
Schenley Park,40.43440488077008; -79.9416732788086,,15213
Selection Boutique,40.4419881105423; -79.95642006397247,3900 Forbes Ave,15260
PPS Central Operations Center,40.43079646; -79.98547589,8 S 13th St,15203
Tribute To Children Statue,40.44486967046113; -80.01382258830209,North Shore,1
Rankin Christian Center,40.41317250797179; -79.88092254688371,230 3rd Ave,15104
Portofinio's Pizza,40.36761072156981; -79.98387566800679,3307 Saw Mill Run Blvd,15227
Second Primitive Methodist Church,40.419478; -79.971654,2432 Cobden St,15203
Ingram Masonic Hall,40.44517665216643; -80.06729545890546,35 W Prospect Ave; Mackin Ave.,15205
Dickson Park,40.42898227697662; -79.87841606140137,Westmoreland Ave; Oakview Ave,15218
Rent-A-Center,40.43151984; -79.97756176,2001 Wharton St,15203
WesBanco,40.476461688387445; -80.0315594041468,3300 Brighton Rd; Woods Run Ave,15212
terans Of America,40.494653; -79.923468,1701 Main St,15215
Pittsburgh Sports Bar and Grill,40.36522; -80.017975,3630 Library Rd,15234
Sundae Market,40.45298868030397; -80.00201225280762,llegheny Commons; Corner of East Ohio Street and Cedar Avenue,15212
Faison Elementary,40.45263245031536; -79.89364670442791,,1
The Mayflower - Pitt,40.447887; -79.951595,141 N Dithridge St; 5th Avenue,15213
Sacred Heart Elementary,40.45652514566013; -79.92354700017647,,1
Money Mart,40.454289; -79.998891,621 E Ohio St,15212
Frederick J. Osterling Office and Studio,40.44826973111032; -80.00102519989014,228 Isabella St; Anderson Street,15212
Mt Lebanon Police Association,40.38332444651571; -80.0435979520776,,0
Mr. Smalls Theatre,40.48087923587418; -79.97228859074029,400 Lincoln Ave; at Butler St,15209
Bloomfield Playground Recreation Facilities,40.46216503590138; -79.95381488593347,Ewing St,15224
Monongahela Incline (lower station),40.43247291349572; -80.00491149972231,W Carson St; Wabash Tunnel,1
Davis Playground,40.43251409694514; -79.9260173480871,5676 Hobart St; between Murray Avenue and Wightman Street,15217
City Theatre,40.42919308335197; -79.98520208966009,1300 Bingham St; at S 13th St,15203
Honus Wagner Statue,40.44753384763161; -80.00750396749923,Mazeroski Way; W General Robinson St,15212
PNC SCM,40.45073163607616; -80.00641780206286,116 Allegheny Center Mall,15212
Pizza Warehouse,40.38801324899266; -79.86318626612582,4800 Kennywood Blvd,15122
Giant Eagle Pharmacy,40.37571746360928; -79.98375605718661,600 Towne Square Way,15227
Millvale Corner Store,40.48420879744662; -79.97400074043985,,0
Riggs,40.44667594948543; -80.01570049161687,,0
Frankie's,40.4649573377442; -79.96573599879578,3535 Butler St; 36th St.,15201
US Post Office,40.4384345232029; -80.00008435918295,336 4th Ave #1A,15222
Silk Elephant,40.43765094377832; -79.92306183032396,1712 Murray Ave; at Forbes Ave,15217
Ingram Station,40.44385421155071; -80.06593566013714,West Busway,15205
GBU Financial,40.363758; -79.98482,Clairton Boulevard; Brownsville Road,15227
Northwest Bank,40.44991; -79.9511799,201 N Craig St,15213
Emmanuel Baptist Church,40.41219676; -79.88057211,229-261 3rd Ave,15104
Dunkin' Donuts,40.39146943152733; -79.98719970555668,2150 Brownsville Rd; Brownsville Road,15210
ughlin House Chatham University,40.45017168194596; -79.92504998563216,,0
Carnegie Borough Municipal Building,40.40493205062478; -80.09139857964773,1 Veterans Way,15106
Meyers Ridge,40.468981283333335; -80.06282231666667,901 Gray St,15136
rizon,40.433294346677975; -79.91481824423927,122 Bakery Square Blvd,15206
Carnegie Mellon Police Department,40.445257026928594; -79.9493119238264,300 S Craig St,15213
Brookline Presbyterian Church,40.39171638; -80.016471,,1
The Nook,40.45200911157277; -79.94260294562449,,15213
llozzi's Pittsburgh,40.44115673515881; -80.001595854176,220 5th Ave,15222
Pittsburgh Board Of Education,40.44502635051065; -79.95105574555149,341 S Bellefield Ave,15213
Coolidge Hall,40.449008838310206; -79.92605013984753,,15206
dvance Auto Parts,40.43158134307284; -79.9786126613617,1937 Wharton Street,15203
Millvale Waterfront Park,40.48624002449135; -79.97758359061604,Riverfront,15209
Margaret Morrison A1 Research Lab,40.44187453634155; -79.94121193885803,,0
Original Matress Factory,40.41501711964674; -79.9237765487142,Browns Hill Road,15217
Sisters Of Saint Francis,40.49224795001695; -79.97180999148003,,15209
William Penn Parking,40.440065; -79.98462,,0
James Dean Auto,40.4918953645474; -80.04440272411914,579 Jacks Run Rd,15202
Coach's Bottleshop & Grille,40.40039776178118; -80.04344389918604,3105 Banksville Rd,15216
Pizza Hut,40.4563276673342; -80.00723719596857,1219 Federal St,15212
Maietta's,40.41515097158617; -79.98748029923055,203 Brownsville Rd,15210
Beulah Baptist,40.41536681851917; -80.00304403819725,201 Chalfont St,15210
Exxon,40.45860806354276; -79.90838230770444,7530 Penn Ave; Washington Blvd,15208
Schenly House 4A,40.44944597692759; -79.95039463164944,,15213
Threads on Carson,40.428857; -79.983982,,0
Magee Field Playground,40.42447399639815; -79.93705987930298,701 Greenfield Avenue; McCaslin,15207
Holy Assumption of St. Mary's Orthodox Church,40.42815774547166; -79.97897640732204,,1
Tracy's Place,40.407379; -79.910254,219 8th Avenue,0
Zone 1 Police Station,40.45695909333365; -80.01601940032977,Brighton Rd,15212
Family Dollar,40.44696191721232; -79.89368991228217,7627 Penn Ave,15221
Pizza Belagio,40.45233010963515; -79.95067449767487,4635 Centre Ave,15213
pher Reservoir,40.49067510163227; -79.95757919631363,,15209
Route 51 Auto Sales,40.41663784435345; -80.00215943715638,1409 Saw Mill Run Blvd,15210
Mt Washington Grandview Park,40.43125316040351; -80.00719389820816,499 Bailey Ave; at Allen St,15211
shadyside house tour,40.455636115193045; -79.9406303259101,,15232
Family Dollar,40.481651592178366; -79.9542902141904,450 56th St; 56th St. and Butler St.,15201
Starbucks,40.40845569785418; -80.04841153774775,Greentree Rd,15220
Cancer Center Cafe,40.45752551383947; -80.00261812030116,Hemlock St,15212
Frankl Electric,40.466285; -80.074845,134 Singer Ave,15136
Rite Aid,40.440865; -79.957019,209 Atwood St; btwn Forbes Ave & Sennott St,15213
Cindy Esser's Floral Shop,40.428727; -79.986513,1122 E Carson St,15203
Moore Park,40.40505897394459; -80.01422090653516,1831 pioneer ave,15226
Sacred Heart Catholic Church,40.45598995883231; -79.92309336677394,310 Shady Ave; at Walnut St.,15206
Pittsburgh Athletic Association,40.445118888139405; -79.95453607261872,4215 5th Ave; at Lytton Ave,15213
Coriander Indian Grill,40.43273874728821; -79.92304678805169,2201 Murray Ave; Douglas Street,15217
The Encore on 7th,40.44414; -80.00099,100 7th St,15222
Snydroski Central,40.401665; -79.985805,211 The Blvd,15210
Brookline Pub,40.3939076910706; -80.02081154013958,734 Brookline Blvd,15226
Monroe Muffler Brake & Service,40.37952423095703; -80.00100708007812,,0
The Original Gyro,40.36504443457997; -80.01794602771821,3611 Library Rd,15234
Dock Bar,40.43592092; -80.00702783,,0
One Pittsburgh HQ,40.46191155645534; -80.01779152273717,841 California Avenue; Brighton Road,15208
Brookline American Legion,40.3956413269043; -80.02229309082031,,15226
McDonald's,40.44930560150083; -79.98628579080105,1630 Penn Ave,15222
Denny Park,40.50225542451075; -80.03220898452246,158-168 Eileen Dr,15214
Chatham Center Garage,40.438821165304205; -79.9928069313895,112 Washington Pl,15219
Rewind Memories,40.43466485630618; -79.9228255580001,2002 Murray Ave; at Beacon St.,15217
Wine And Spirits,40.446895577659454; -79.98442183384356,1601 Liberty Ave,15222
St. Pius X Roman Catholic Church,40.39536044602175; -80.02885731589686,3040 Pioneer Ave,15226
The Shop,40.428722; -79.970629,2404 Sidney St,15203
Slacker,40.42886510771133; -79.98419845234012,1321 E Carson St; btw 13th & 14th St,15203
Dollar Bank,40.43807033949655; -79.92206820689384,5822 Forbes Ave,15217
Pittsburgh Woolslair Elementary,40.46369208570082; -79.9574152964824,501 40th St,15224
gley Library,40.44665312906334; -79.95374321937561,217 Langley Hall,0
Bloom Cigar Co.,40.42905852131692; -79.98649317163031,54 S 12th St; at E Carson,15203
Martin Luther King Jr Elementary School,40.43407962; -80.0065383,50 Montgomery Pl,15212
The Spot,40.430351816666665; -79.95646285,3526 Wakefield St,15213
Carnegie Museum Of Natural History,40.44337081741255; -79.95049238204956,4400 Forbes Ave; at S Bellefield Ave.,15213
UPMC Mercy,40.43679085153983; -79.98575446411074,1400 Locust St,15219
Rite Aid,40.4884437; -79.8813617,1125 Freeport Rd,15238
val House,40.436204; -79.991677,,1
laddin's Eatery,40.38187171810781; -80.04425043245784,630 Washington Rd,15228
Bloomfield,40.46284701485765; -79.94926362354242,,15224
Eyetique,40.450902287596406; -79.93472013674858,5418 Walnut St,15232
Honus Wagner Apartments,40.40523842507495; -80.08881837282458,,15106
Seton Center,40.40377603778402; -80.01590389007593,1900 Pioneer Ave,15226
Pittsburgh Fitness Cult,40.445391; -79.926855,,15217
Taste of India,40.46598695014837; -79.95352223267572,4320 Penn Ave,15224
Giant Eagle Supermarket,40.46235895494803; -79.86549415193457,9001 Frankstown Rd; at Verona Rd,15235
Gentilcore Jewelers,40.488309; -79.880524,,15238
Greenstone United Methodist Church,40.49905507050232; -80.06248833849364,939 California Ave,15202
ictory Pointe,40.42882394474036; -79.98679694759701,1113 E Carson St,15203
Mt. Oliver,40.4165431215928; -79.98794452119346,,15226
Brad's House,40.46162033081055; -79.94918823242188,,15224
City Of Pittsburgh - Department Of Law,40.4391094123185; -79.99251014882847,313 City County Building; 414 Grant Street,15219
South Hills Country Club,40.36230104911586; -79.9849734578621,4305 Brownsville Rd,15236
Pittsburgh Hair Company,40.39593936609269; -80.03452341620346,,0
Hyland Hills Apts,40.418925203612936; -80.03610566584346,,15220
Starbucks,40.4604; -79.92188,6231 Penn Ave; at Target,15206
PNC Park,40.4468522452186; -80.00566808202296,115 Federal St; at General Robinson St,15212
Pink Box Bakery Cafe,40.43350680744258; -79.9230496429484,2104 Murray Ave,15217
locity Auto Sales,40.397889; -79.999619,1706; Saw Mill Run Blvd,0
C&D Auto Service,40.464889; -80.073653,Chartiers Avenue,1
UPMC Pittsburgh Internal Medicine,40.36479687071424; -80.022175427076,Rt 88,1
Pizza Care,40.43860012835776; -79.98434923051036,1525 5th Ave,15219
Karl's Garage,40.374369; -80.020268,,0
Sennott Square,40.44190032429048; -79.9562674077965,210 S Bouquet St; at Forbes Ave,15213
Drea's,40.393002; -80.045661,Plymuth,15216
Barefoot Stitches & Gifts,40.38858482543039; -80.05023699037201,Beverly Road,15216
East End Shopping Center,40.45905728066832; -79.92570036043671,Highland Ave; Penn Cirlce,15232
Zerona,40.4337537; -79.92304589999999,Murray Ave,15217
Washington Square Dads House,40.379023476649934; -80.04691330784895,,1
Jitney Eagle,40.43569090205908; -79.97971377185974,,0
CVS Pharmacy,40.44050999409743; -80.00126173134339,225 5th Ave,15222
Webster Towers,40.45133805409343; -79.95039056650826,240 Melwood Ave,15213
PNC@Giant Eagle,40.4111476; -79.9084714,420 E Waterfront Dr,15120
Farmers National Bank,40.428635; -79.979836,1812 E Carson St; 18th St,15203
Giant Eagle Supermarket,40.45146408503599; -80.00008111472106,318-320 Cedar Ave; Lockhart Street,15212
Fantastic Sams Hair Salons,40.36517218; -80.01767141,3607 Library Rd,15234
Hyatt House Pittsburgh/Bloomfield/Shadyside,40.4568632; -79.93892199999999,5335 Baum Blvd,15224
3301 Beech Apartments,40.41786575317383; -79.92438507080078,,0
Party Cake Bakery,40.38865837186152; -80.04954099655151,297 Beverly Rd,15216
Wilson's Pharmacy,40.465607544987066; -79.95537198609898,Penn ave; Main st,15224
1900 Murray Ave,40.43590931866211; -79.92291847134089,1900 Murray Ave,15217
Papa Johns Pizza,40.497287; -80.059044,357 Lincoln Ave,0
Wallace's Tap Room,40.46236148208927; -79.92478057217924,123 N Highland Ave; Broad St,15206
Darla Zeli - State Farm Insurance Agent,40.427895; -79.969439,2513 East Carson St,15203
Mcfaddens,40.44685079356052; -80.00750512972084,N Shore Dr; Pittsburgh; PA 15212,15212
Cancer Caring Center,40.46343258624066; -79.95372746896098,4117 Liberty Ave,15224
Margaret Morison A14,40.442033177354986; -79.94164669508625,,15213
Baum Grove,40.4590147778818; -79.93524091296142,400 Roup Ave.; btw S. Fairmount and Stratford,15232
Greenfield Biking Course,40.42733312555084; -79.9412368702265,lger Street; Nantasket Street,15203
Hofbruhaus Pittsburgh,40.42880435096311; -79.96453919184768,2705 S Water St; at S 27th St,15203
Primanti Bros.,40.44010972876188; -79.98612584924015,1001 5th Ave; in Consol Energy Center,15219
Bethal Afican Methodist Church,40.450726022479685; -79.96914428406804,,1
Dukes Bro House,40.427377914405966; -79.9781079477534,1700-1798 Pennsylvania 837,15203
incoln Elementary School Playground,40.38821250020246; -80.04805941969009,,1
brentwood fire hall,40.37488386459778; -79.97289700861367,Brownsville Rd; Brentwood; PA,15227
21st Street Coffee and Tea,40.44111204385811; -80.00099394922842,225 5th Ave; Btw Liberty Ave. & Wood St.,15222
Eastside Salon 7,40.460422; -79.927346,,0
Engineers' Society of Western Pennsylvania,40.43909714939348; -79.99976769298146,337 4th Ave,15222
P&G's Pamela's Diner,40.43767262520313; -79.9229822880693,1711 Murray Ave; btwn Forbes Ave & Darlington Rd,15217
Gavino's,40.46516581; -80.05968143,,1
Warner Center CandyLand,40.43949965446716; -79.99991513116896,332 5th Ave,15222
Margaret Morrison A6,40.44209092519864; -79.94107293974493,,15213
PNC Park Suite 24,40.44686541235802; -80.00569224357605,,0
Midtown Towers,40.44235830957652; -79.99988075263713,643 Liberty Ave; 7th St.,15222
carnegie food bank,40.40363311767578; -80.09123992919922,,15106
Pittsburgh Videotech Center,40.44222129684799; -80.00553943829718,,0
Dollar General,40.45285969052068; -79.9494166110023,4725 Centre Ave; Pittsburgh; PA 15213,0
Molly's Pizza,40.39713755188681; -80.03582555186392,1525 Potomac Ave; At Voelkel Ave,15216
Bellevue Department of Public Works,40.488914; -80.049805,,0
City Grill,40.44326113936452; -79.94218219667574,Carnegie Mellon University; 5000 Forbes Ave; Pittsburgh; PA 15213,15213
The Grant Bar and Lounge,40.47830820009678; -79.96976750359927,114 Grant Ave,15209
Kuhn's Market,40.40001769669027; -80.04390220384532,3125 Banksville Rd,15216
Good Looks Eyewear,40.4879430698284; -79.88284111656432,1101 Freeport Rd,15238
Galley Park,40.498366; -79.978255,,1
West Penn Laco,40.47780887198778; -79.9693955632448,331 Ohio St,15209
Clean Juice Bar,40.46245184; -79.9271578,5829 Penn Ave,15206
Dollar General,40.49447593464804; -79.92085249262367,1804 Main St,15215
Beth El,40.39507891396634; -80.05838199507555,1900 Cochran Rd,15220
English Nationality Room,40.445558; -79.953607,,0
Wendy's,40.41634689405625; -79.92516696453094,4524 Browns Hill Rd,15217
Massage Envy,40.380509; -80.044943,,1
Pittsburgh Ballet Theater School,40.457333183869736; -79.97282037938446,2900 Liberty Ave,15201
Cinemagic Squirrel Hill,40.429513; -79.922696,5824 Forward Ave,15217
McCormicks Service,40.426422333977456; -79.96394919805614,,15203
Jack Maggs Agency,40.39605; -79.9984,1700 Saw Mill Run Blvd Rt 51,15210
dvance Auto Parts,40.46450095423936; -79.92479145526886,5905 Penn Ave,15206
Rankin police station,40.41305509550829; -79.88058352389295,,1
Saint Elizabeth Ann Seton Parish,40.40349673861584; -80.09116947349891,309 Third St,15106
Pittsburgh Theological Seminary,40.46766427979664; -79.92079237082064,616 N Highland Ave,15206
Greentree Library,40.418624; -80.04681,,1
llderdice Inschool,40.42992782592773; -79.92359161376953,Murray Ave at Forward Ave; Pittsburgh; PA 15217,15217
YWCA of Greater Pittsbugh,40.4404223545853; -80.00060317273858,305 Wood St,15222
CVS,40.46090660896021; -79.92382794699817,6100 Penn Ave; Sheridan Sq.,15206
Hilltop Baptist Church,40.41323523580497; -80.0347865605476,1450 Roseberry St.,15216
Subba Chinese Restaurant,40.453365; -80.001415,,1
Mecka Fitness,40.38591814227582; -80.04371350280258,,1
st Minit Mart,40.49128318055486; -79.86579895019531,164 Freeport Rd,15238
Steel City Vapors,40.36381864419079; -80.02865533824104,,0
incoln Avenue Church of God,40.46062395508724; -79.9112488783269,incoln Avenue; Mayflower St,15206
Shamrock Inn,40.451779477899706; -80.01726740478433,919 Western Ave,15233
Riverfront Place,40.45402145529047; -79.99380988897485,,15212
Cafe Zinho,40.45778150275742; -79.92752346685378,238 Spahr St,15232
Yuzu Kitchen,40.439738222133336; -80.00113262969708,409 Wood St,15222
Baldwin Swimming Pool,40.382743188533325; -79.95759558627984,1200-1212 John Romanus Dr,15227
The Humble Barber,40.481729; -80.033862,3598 Brighton Road; Davis Avenue,1
Boombox,40.46283845000001; -79.95170590000001,4514 Liberty Ave; Ella,15224
Betz Auto Works LLC,40.395215; -80.022225,,1
Rachel's Apartment,40.45707; -79.968573,3035 Brereton St,15219
Thai Tamarind,40.49133689071881; -80.04788328160119,172 Lincoln Ave,15202
Gesling Stadium,40.44317485343779; -79.94028925895691,Carnegie Mellon University,15213
Speed way,40.41946239345906; -79.92771157297562,,1
Medical Center East,40.463089423760096; -79.9251046391629,211 N Whitfield St,15206
Pittsburgh POS,40.421738; -80.04912,100 Fleet St,15220
Greek Metropolis of Pittsburgh,40.45239602499514; -79.9393024709681,5201 Ellsworth Ave; Pittsburgh; PA 15232,15232
Millvale Community Center,40.480849; -79.972376,416 Lincoln Ave,15209
The House Bar,40.47940214318216; -79.95508432388304,5118 Butler St; Stanton,15201
East End Men's Shelter,40.44725818994161; -79.89541729144764,,0
Memorial Park,40.41961704154909; -79.89309916767358,,1
Commonwealth Press Warehouse,40.43013202425117; -79.97272221272391,Wharton St.; 23rd St.,15203
Pittsburgh Urban Christian School,40.44148041374485; -79.88266340587785,,1
51 Lincoln Ave,40.489282; -80.04735,,0
Curry on Murray,40.43308325492821; -79.92311104746985,2121 Murray Ave; btw Douglas St. & Hobart St.,15217
Chad's Apartment!,40.446899550414585; -79.98437814070266,,15219
Giant Eagle Supermarket,40.422782097240095; -80.03493484906222,1165 McKinney Ln,15220
Rite Aid,40.441083514814416; -79.95732933282858,3700 Forbes Ave,15213
Highland Park Club,40.4747527768239; -79.92586704458114,,0
Southside Lazerwash,40.428637; -79.992458,629 E Carson St,15203
youngs field,40.47307941988888; -80.03211072897979,,15212
PA Wine & Spirits,40.47863080437056; -79.96980356517504,126 Grant Ave,15606
Cheer's Bar,40.468988; -79.896712,7082 Lemington Ave; Lincoln,15206
The Rib Stop,40.452739; -79.949526,4707 Centre Ave,15213
Cwenar Studios,40.42588486285081; -79.98381350326056,1400 Breed St,15203
teran's Leadership Program,40.428186788279305; -79.97002375801958,2417 E Carson St; Birmingham Bridge,15203
Sandcastle Waterpark,40.39727216871701; -79.92891937135482,1000 Sandcastle Dr,15120
Edgebrook Bus Stop,40.40279917234202; -80.00231779232512,,15226
gume,40.45010088346493; -79.95089577844887,214 N Craig St; at Bayard St,15213
Stone Neapolitan Pizzeria,40.4411159670376; -80.0060755547607,300 Liberty Ave; Commonwealth Place,15222
Mathews International Corporate Headquarters,40.44739200079104; -80.00242154205883,,1
Courtyard Pittsburgh Shadyside,40.45595010071554; -79.93959993124008,5308 Liberty Ave; at Centre Ave.,15224
Reformed Presbyterian Theological Seminary,40.44767229942684; -79.89769708466244,7418 Penn Ave,15208
Woodland Manor,40.45161336489329; -79.92566756854534,,0
Munhal Cemetary,40.3962779045105; -79.89727735519409,2305 Clinton St,15120
South Hills Cue And Cushion,40.368753022264784; -79.98362839221954,4010 Saw Mill Run Blvd,15227
St Michael's Lutheran Church,40.461168; -79.988095,Spring Hill Avenue,15212
77 Cafe,40.4269244270541; -79.96327239033167,77 Hot Metal St,15203
The Church Brew Works,40.462082315754046; -79.96442735748312,3525 Liberty Ave; at 36th St,15201
ugust Wilson Block Party,40.447548; -79.97996,,15219
Mt.Lebanon Fire Dept Emergency Annex,40.383271; -80.043681,,0
Rasta House,40.455988; -80.006676,,1
Wines and Spirits,40.45911610783377; -79.92089044824677,6320 Shakespeare St; Penn at Shady; in the Shady Hill Center,15206
Heinz Field,40.446767435536096; -80.01577734947205,100 Art Rooney Ave; at Reedsdale St,15212
Pool,40.455207; -79.983645,,0
Carnegie Science Robotics Restroom Stall 2,40.44525500230508; -80.01805358052687,,15212
Wightman School Community Building,40.44290472494986; -79.92692827927158,5604 Solway St,15217
Crossfit Pittsburgh,40.458171; -79.911043,6595 Hamilton Ave,15206
Olympia St,40.43494639073196; -80.01673782405544,,15211
t Tech Institute,40.44367187715064; -80.00013505155427,125 7th St,15222
ola Bistro,40.45359996448651; -80.01705994055379,,15233
Garvey Electric Building,40.426515; -79.965952,,0
Gavino's Pizzeria,40.46551823371859; -80.05967795352402,528 Charities Ave; Furnace Ave,15136
Page Dairy Mart,40.41120756022611; -79.95576015929348,4600 Carson St; at Becks Run Rd,15210
Krista's Cantina,40.46695016150877; -80.03437243208322,2650 California Ave,15212
Prosthetic Dentistry Of Mt. Lebanon,40.383399963378906; -80.04381561279297,,15228
Coffee Tree Roasters,40.48829882737943; -79.88288612782611,48 Fox Chapel Rd; at Freeport Rd,15238
lfa in Dentistry,40.38344499999999; -80.0441061,528 Washington Rd,15228
Guardian Angels,40.444332668827; -80.05095737763202,1020 Logue St,15220
Riverview Presbyterian Church,40.48412352894661; -80.01435194091786,3505; Perrysville Avenue,1
bosetti lawncare,40.469729; -80.076286,,1
Bus Stop: Wood St at Third Ave,40.44019926418467; -80.0005867908597,Wood St; Third Ave,15222
ce Hotel Bar,40.46129320917083; -79.92611566778214,120 S Whitfield St,15206
Jerry's Records,40.43247953788804; -79.92317441916943,2136 Murray Ave,15217
George L Wilson Co.,40.44903093815428; -80.00148778961392,,15212
River Park Commons,40.430068951707554; -79.969454056665,2403 Sidney St,15203
Willi's Ski Shop,40.36472836379023; -80.02078512187053,ibrary Rd,0
Enterprise Rent-A-Car,40.3811562454003; -79.99955803155899,2590 Library Rd,15234
Pinkerton Funeral Home,40.498343; -80.061321,,0
Baskin-Robbins,40.4875127047657; -79.88167852575602,1110 Freeport Rd,15238
North Shore Endoscopy Center,40.45708; -80.007505,,1
Mudge A2,40.446923; -79.942474,,15213
Fifth Ave and Frankstown Ave,40.45751430633669; -79.90913342753696,,1
Money Mart,40.46065646011463; -79.92321907265082,6111 Penn Ave,15206
St. Paul's Episcopal Church,40.370802; -80.049508,,1
H&R Block,40.396856; -80.035509,2889 W Liberty Ave,15216
Kennel klub,40.3656850566831; -79.98458568292672,Dewalt Dr; Pittsburgh; PA,15234
Carnegie Library Of Pittsburgh; East Liberty Branch,40.46084122268885; -79.92651234969219,130 S Whitfield St #5920,15206
Greentree Borough Building Basketball Court,40.41891698596415; -80.0471971083853,,15220
The UPS Store,40.411845445632935; -79.90991592407227,159 E Bridge St,15120
Gleason And Associates,40.442552; -80.005339,420 One Gateway center. Suite 525,0
Family Dollar,40.48001016422944; -79.97028930010501,123 Lincoln Ave,15209
Byzantine Seminary Press,40.48442302833977; -80.01496889181253,3643 Perrysville Ave,15214
Schaeffer Primary School,40.439325577022025; -80.05302027160265,1235 Clairhaven St; Pittsburgh; PA 15205,15205
South Fayette Shop N Save Bakery,40.387692; -80.092851,3239 Washington Pike,15017
K. Leroy Irvis Science Center,40.4493936975836; -80.01530193419646,808 Ridge Ave,15212
East Lib,40.46056447882348; -79.92277090304773,,0
Delanies,40.445023413169245; -79.97179360418338,,0
The Big Easy Animal Hospital,40.48264262367736; -79.95166322229831,5328 Butler St,15201
Roberto Clemente Bridge,40.445575372763; -80.003342628479,Roberto Clemente Bridge,15219
